Transaction ID,Amount ($),Time (Seconds Since Last Transaction),Location,Transaction Type,Device Used,Fraud
TXN00455,2437,915,Germany,Online Purchase,Laptop,0
TXN00456,9770,288,UK,Wire Transfer,Laptop,0
TXN00457,4010,4191,Canada,Bank Transfer,ATM Machine,0
TXN00458,5062,2089,UK,Wire Transfer,ATM Machine,0
TXN00459,2748,4427,Canada,Online Purchase,ATM Machine,0
TXN00460,5742,1805,USA,Online Purchase,Mobile,0
TXN00461,5397,1179,Canada,Online Purchase,Laptop,0
TXN00462,8012,2552,USA,ATM Withdrawal,Mobile,0
TXN00463,5546,4371,Canada,ATM Withdrawal,Laptop,0
TXN00464,3923,1589,USA,Online Purchase,Mobile,0
TXN00465,1076,1957,UK,ATM Withdrawal,ATM Machine,0
TXN00466,7733,1776,Canada,ATM Withdrawal,Desktop,0
TXN00467,4390,4863,China,ATM Withdrawal,ATM Machine,0
TXN00468,4117,988,Canada,ATM Withdrawal,Mobile,0
TXN00469,5736,1204,USA,ATM Withdrawal,ATM Machine,0
TXN00470,3383,3331,India,ATM Withdrawal,Laptop,0
TXN00471,8955,1120,UK,Online Purchase,Mobile,0
TXN00472,2092,197,China,ATM Withdrawal,ATM Machine,0
TXN00473,8977,3976,India,ATM Withdrawal,ATM Machine,0
TXN00474,6758,526,India,Wire Transfer,Desktop,0
TXN00475,9827,4728,UK,Wire Transfer,Desktop,0
TXN00476,427,1411,Canada,ATM Withdrawal,ATM Machine,0
TXN00477,8316,4504,Germany,Bank Transfer,Laptop,1
TXN00478,8818,1293,China,Bank Transfer,Laptop,0
TXN00479,3984,1195,Canada,ATM Withdrawal,Laptop,0
TXN00480,3277,1949,UK,Online Purchase,ATM Machine,0
TXN00481,835,3656,Germany,Online Purchase,Desktop,0
TXN00482,7678,4787,UK,Wire Transfer,ATM Machine,0
TXN00483,5755,2218,UK,Online Purchase,Desktop,0
TXN00484,9718,4255,India,Online Purchase,Laptop,0
TXN00485,422,3581,Canada,Online Purchase,Desktop,0
TXN00486,7553,1018,UK,ATM Withdrawal,ATM Machine,1
TXN00487,7597,3154,Canada,ATM Withdrawal,ATM Machine,0
TXN00488,738,3591,Germany,Bank Transfer,ATM Machine,0
TXN00489,7174,4208,India,Wire Transfer,Desktop,0
TXN00490,8877,4070,Germany,Bank Transfer,Laptop,0
TXN00491,5998,48,Germany,Online Purchase,ATM Machine,0
TXN00492,2514,3664,India,Online Purchase,ATM Machine,0
TXN00493,2977,4472,Canada,Bank Transfer,Desktop,0
TXN00494,2796,828,Germany,Bank Transfer,Laptop,0
TXN00495,1132,4723,USA,ATM Withdrawal,Desktop,0
TXN00496,4089,2090,Canada,ATM Withdrawal,Mobile,0
TXN00497,1581,2057,UK,Wire Transfer,Mobile,0
TXN00498,5083,819,India,ATM Withdrawal,ATM Machine,0
TXN00499,5114,4753,India,Online Purchase,Desktop,0
TXN00500,2153,3985,Canada,Online Purchase,Desktop,0
TXN00501,9889,3681,USA,Bank Transfer,ATM Machine,0
TXN00502,6816,1812,USA,Wire Transfer,Mobile,0
TXN00503,7367,4886,USA,ATM Withdrawal,Laptop,0
TXN00504,3450,3115,USA,Wire Transfer,Laptop,0
TXN00505,3776,1630,China,Online Purchase,Mobile,0
TXN00506,5654,1544,India,Online Purchase,ATM Machine,0
TXN00507,2924,3580,Germany,ATM Withdrawal,ATM Machine,0
TXN00508,4978,1905,India,ATM Withdrawal,Laptop,1
TXN00509,5927,1437,India,ATM Withdrawal,Laptop,0
TXN00510,8797,3318,India,Bank Transfer,Mobile,0
TXN00511,738,3521,USA,Online Purchase,Mobile,0
TXN00512,1375,3060,USA,Bank Transfer,Desktop,0
TXN00513,4502,4117,China,Online Purchase,Mobile,0
TXN00514,708,999,Canada,ATM Withdrawal,Mobile,1
TXN00515,7196,1432,India,Online Purchase,Laptop,0
TXN00516,405,4553,UK,Online Purchase,Laptop,0
TXN00517,7410,3062,Canada,Wire Transfer,Desktop,0
TXN00518,8092,265,China,Online Purchase,Laptop,0
TXN00519,4181,3732,USA,Online Purchase,Laptop,0
TXN00520,4370,2275,India,Wire Transfer,Laptop,0
TXN00521,2512,3876,USA,ATM Withdrawal,Mobile,0
TXN00522,727,3318,Canada,Wire Transfer,Laptop,0
TXN00523,2792,2047,Germany,ATM Withdrawal,ATM Machine,0
TXN00524,4956,3145,USA,ATM Withdrawal,Mobile,0
TXN00525,5496,3222,USA,ATM Withdrawal,Laptop,0
TXN00526,8345,3141,China,Online Purchase,Mobile,0
TXN00527,4990,4901,Germany,Wire Transfer,Laptop,0
TXN00528,7276,1254,Canada,Wire Transfer,Desktop,0
TXN00529,4501,723,UK,Wire Transfer,Desktop,0
TXN00530,7202,84,UK,Wire Transfer,Desktop,0
TXN00531,5598,4836,UK,Bank Transfer,Laptop,0
TXN00532,7661,3371,India,Online Purchase,Desktop,0
TXN00533,3646,3820,UK,Bank Transfer,Mobile,0
TXN00534,1177,3365,India,Online Purchase,Desktop,0
TXN00535,1072,1758,Canada,Wire Transfer,Desktop,0
TXN00536,2166,4319,Canada,Bank Transfer,Desktop,0
TXN00537,7870,2781,USA,ATM Withdrawal,Desktop,0
TXN00538,5171,3288,UK,Wire Transfer,Mobile,0
TXN00539,5315,2453,China,Wire Transfer,ATM Machine,0
TXN00540,6551,329,Canada,ATM Withdrawal,Desktop,0
TXN00541,4739,426,Germany,Wire Transfer,Laptop,0
TXN00542,9358,770,Germany,Online Purchase,ATM Machine,0
TXN00543,7340,3976,Canada,Wire Transfer,Desktop,0
TXN00544,5344,608,USA,Online Purchase,ATM Machine,0
TXN00545,8934,1853,Germany,Online Purchase,Laptop,0
TXN00546,4340,2673,Germany,Wire Transfer,Laptop,0
TXN00547,8020,2125,USA,ATM Withdrawal,Desktop,1
TXN00548,6811,1301,USA,Online Purchase,Desktop,0
TXN00549,4856,466,USA,Bank Transfer,Laptop,0
TXN00550,6741,1965,China,Online Purchase,Mobile,0
TXN00551,7251,1946,USA,ATM Withdrawal,ATM Machine,0
TXN00552,963,2540,USA,Wire Transfer,Mobile,0
TXN00553,2549,2361,USA,ATM Withdrawal,Desktop,0
TXN00554,7066,2040,Canada,ATM Withdrawal,Mobile,0
TXN00555,1552,1185,UK,Wire Transfer,Mobile,0
TXN00556,5303,3935,Canada,Bank Transfer,ATM Machine,0
TXN00557,1201,3218,UK,Bank Transfer,Desktop,0
TXN00558,6323,2783,China,Online Purchase,ATM Machine,0
TXN00559,6948,778,China,Online Purchase,Laptop,0
TXN00560,2691,3380,Germany,Bank Transfer,ATM Machine,0
TXN00561,9419,2419,Canada,Wire Transfer,ATM Machine,0
TXN00562,1550,4078,UK,ATM Withdrawal,Laptop,0
TXN00563,6182,4263,China,Wire Transfer,Mobile,0
TXN00564,5551,2440,China,ATM Withdrawal,ATM Machine,0
TXN00565,9590,4832,Canada,ATM Withdrawal,Laptop,0
TXN00566,1375,1990,Germany,Bank Transfer,Desktop,0
TXN00567,8701,1067,USA,Bank Transfer,Mobile,0
TXN00568,9882,945,India,Wire Transfer,Laptop,0
TXN00569,8712,29,Germany,ATM Withdrawal,Mobile,0
TXN00570,7504,1898,India,Wire Transfer,Laptop,0
TXN00571,4322,1698,Germany,Online Purchase,ATM Machine,0
TXN00572,1334,2815,Germany,Bank Transfer,Mobile,0
TXN00573,9357,3366,USA,Bank Transfer,ATM Machine,0
TXN00574,3151,2489,China,ATM Withdrawal,Laptop,0
TXN00575,7429,1666,UK,Bank Transfer,ATM Machine,0
TXN00576,3496,4620,Germany,Wire Transfer,ATM Machine,0
TXN00577,1820,1571,USA,ATM Withdrawal,Laptop,0
TXN00578,6598,1734,India,ATM Withdrawal,ATM Machine,0
TXN00579,2933,760,Canada,Online Purchase,ATM Machine,0
TXN00580,5311,2158,Canada,Wire Transfer,ATM Machine,0
TXN00581,4196,1352,China,ATM Withdrawal,Desktop,0
TXN00582,8915,3477,Canada,Bank Transfer,Desktop,0
TXN00583,5987,1269,Germany,Bank Transfer,Desktop,0
TXN00584,4278,1786,India,ATM Withdrawal,Mobile,0
TXN00585,4758,3950,Germany,Bank Transfer,ATM Machine,0
TXN00586,4859,2608,Canada,ATM Withdrawal,ATM Machine,0
TXN00587,9445,399,UK,ATM Withdrawal,ATM Machine,0
TXN00588,3719,2631,Canada,ATM Withdrawal,Mobile,0
TXN00589,9283,2447,UK,Bank Transfer,Mobile,0
TXN00590,6629,1670,Canada,Bank Transfer,Laptop,0
TXN00591,8657,239,China,Wire Transfer,ATM Machine,0
TXN00592,9096,3537,India,Online Purchase,Laptop,0
TXN00593,9586,3862,UK,Bank Transfer,Laptop,0
TXN00594,3082,3104,USA,ATM Withdrawal,Mobile,0
TXN00595,6540,1147,China,Bank Transfer,Desktop,0
TXN00596,514,1558,Germany,Bank Transfer,Mobile,0
TXN00597,1224,3739,Canada,ATM Withdrawal,Mobile,0
TXN00598,1541,2158,India,Wire Transfer,Desktop,0
TXN00599,7586,3452,India,ATM Withdrawal,Desktop,0
TXN00600,833,300,Canada,Wire Transfer,Mobile,0
TXN00601,938,3699,USA,Bank Transfer,ATM Machine,0
TXN00602,5039,4054,UK,ATM Withdrawal,Laptop,0
TXN00603,143,4860,Canada,Bank Transfer,ATM Machine,1
TXN00604,2115,249,India,ATM Withdrawal,Laptop,1
TXN00605,3637,2569,USA,Bank Transfer,ATM Machine,0
TXN00606,6326,4130,USA,Bank Transfer,Desktop,1
TXN00607,1862,4324,Germany,Bank Transfer,ATM Machine,0
TXN00608,4920,4681,USA,ATM Withdrawal,Mobile,0
TXN00609,4185,2861,China,Wire Transfer,Laptop,0
TXN00610,5358,724,India,Bank Transfer,Laptop,0
TXN00611,9452,570,China,ATM Withdrawal,ATM Machine,0
TXN00612,6200,220,USA,ATM Withdrawal,Desktop,0
TXN00613,1266,1395,USA,Bank Transfer,Mobile,0
TXN00614,3386,2835,China,Bank Transfer,Desktop,0
TXN00615,5655,2123,Germany,Wire Transfer,Mobile,1
TXN00616,3496,4232,USA,Bank Transfer,Mobile,1
TXN00617,3594,4001,China,Wire Transfer,Mobile,0
TXN00618,9598,4350,China,Online Purchase,ATM Machine,0
TXN00619,8063,3090,India,ATM Withdrawal,Mobile,0
TXN00620,3340,50,Germany,Wire Transfer,Mobile,0
TXN00621,2713,515,UK,Bank Transfer,Mobile,0
TXN00622,8672,2792,China,Wire Transfer,Laptop,0
TXN00623,8130,2779,India,Bank Transfer,Laptop,0
TXN00624,7124,2619,UK,Wire Transfer,ATM Machine,0
TXN00625,1363,1838,India,ATM Withdrawal,ATM Machine,1
TXN00626,5073,4672,India,Wire Transfer,Laptop,0
TXN00627,8559,1166,Canada,Online Purchase,Laptop,0
TXN00628,7585,4999,Germany,ATM Withdrawal,Mobile,0
TXN00629,677,2250,USA,Wire Transfer,Laptop,0
TXN00630,4478,415,Germany,Online Purchase,ATM Machine,0
TXN00631,9347,2269,UK,Online Purchase,ATM Machine,0
TXN00632,6829,1105,Canada,Wire Transfer,Mobile,0
TXN00633,3729,4859,Germany,ATM Withdrawal,Desktop,0
TXN00634,2755,4659,USA,Wire Transfer,Desktop,0
TXN00635,7493,3357,Germany,ATM Withdrawal,Laptop,0
TXN00636,549,2417,Germany,ATM Withdrawal,Mobile,1
TXN00637,4974,1935,Germany,Wire Transfer,Laptop,0
TXN00638,4845,204,China,Online Purchase,Mobile,0
TXN00639,3785,69,China,ATM Withdrawal,Laptop,0
TXN00640,6052,516,Germany,Bank Transfer,ATM Machine,0
TXN00641,7112,3564,USA,Bank Transfer,ATM Machine,0
TXN00642,7322,4457,USA,Online Purchase,Desktop,0
TXN00643,5330,1465,USA,Online Purchase,Desktop,0
TXN00644,6142,1653,USA,Wire Transfer,Laptop,0
TXN00645,7901,707,Canada,ATM Withdrawal,ATM Machine,0
TXN00646,2789,1626,Canada,Wire Transfer,Laptop,1
TXN00647,934,4753,India,Bank Transfer,ATM Machine,0
TXN00648,1591,3786,Germany,Bank Transfer,Mobile,0
TXN00649,7724,1346,Germany,ATM Withdrawal,ATM Machine,0
TXN00650,3334,344,India,ATM Withdrawal,Desktop,0
TXN00651,5723,3787,USA,Bank Transfer,ATM Machine,0
TXN00652,7036,536,UK,Wire Transfer,Laptop,0
TXN00653,265,355,UK,ATM Withdrawal,Mobile,0
TXN00654,4814,3543,India,Wire Transfer,Desktop,0
TXN00655,1848,983,UK,ATM Withdrawal,Mobile,0
TXN00656,19,1346,China,Online Purchase,Desktop,0
TXN00657,2881,3010,Germany,Wire Transfer,Desktop,0
TXN00658,8999,527,UK,Bank Transfer,Mobile,0
TXN00659,7419,931,Canada,Online Purchase,Mobile,0
TXN00660,7428,2757,Canada,Wire Transfer,ATM Machine,0
TXN00661,5134,2283,China,ATM Withdrawal,ATM Machine,0
TXN00662,1025,1947,Germany,Bank Transfer,Desktop,0
TXN00663,2203,3928,China,ATM Withdrawal,ATM Machine,0
TXN00664,8425,2542,Germany,Wire Transfer,ATM Machine,0
TXN00665,7459,1917,Germany,Online Purchase,Desktop,0
TXN00666,4168,3361,UK,Wire Transfer,ATM Machine,0
TXN00667,3935,1594,Canada,Bank Transfer,Mobile,0
TXN00668,6980,2926,India,Online Purchase,Laptop,0
TXN00669,6948,3626,UK,Bank Transfer,Mobile,0
TXN00670,4794,1224,USA,ATM Withdrawal,Laptop,0
TXN00671,4010,1960,China,Online Purchase,Mobile,0
TXN00672,1643,966,USA,Wire Transfer,Laptop,0
TXN00673,7276,4993,Germany,ATM Withdrawal,Laptop,0
TXN00674,8712,3679,UK,ATM Withdrawal,ATM Machine,0
TXN00675,394,4313,USA,Wire Transfer,Desktop,0
TXN00676,414,623,USA,ATM Withdrawal,Mobile,0
TXN00677,8185,4449,Canada,Bank Transfer,ATM Machine,0
TXN00678,2010,4788,USA,Wire Transfer,Mobile,0
TXN00679,9870,4727,Canada,ATM Withdrawal,Mobile,0
TXN00680,5999,2373,Canada,Online Purchase,Laptop,0
TXN00681,1470,2949,Germany,Wire Transfer,Laptop,0
TXN00682,7200,3300,Canada,Wire Transfer,Desktop,0
TXN00683,7150,1169,Germany,ATM Withdrawal,Laptop,0
TXN00684,3646,4750,Canada,Wire Transfer,Mobile,0
TXN00685,4819,392,Canada,Wire Transfer,Laptop,0
TXN00686,4188,3810,Germany,Wire Transfer,ATM Machine,0
TXN00687,7255,2408,USA,Wire Transfer,ATM Machine,0
TXN00688,6610,4865,China,Wire Transfer,Laptop,0
TXN00689,6007,4893,UK,Wire Transfer,Desktop,0
TXN00690,2058,4261,UK,Bank Transfer,Laptop,0
TXN00691,4790,4829,Germany,ATM Withdrawal,ATM Machine,0
TXN00692,726,581,USA,Bank Transfer,Mobile,0
TXN00693,7949,821,China,ATM Withdrawal,Mobile,0
TXN00694,5575,1248,India,Wire Transfer,Mobile,0
TXN00695,4554,124,Germany,ATM Withdrawal,ATM Machine,0
TXN00696,4986,4440,India,Bank Transfer,ATM Machine,0
TXN00697,3429,1875,UK,ATM Withdrawal,Mobile,0
TXN00698,7249,524,UK,Wire Transfer,Desktop,0
TXN00699,9776,3124,China,Wire Transfer,Desktop,0
TXN00700,259,4225,China,Wire Transfer,Mobile,0
TXN00701,8875,3199,India,Bank Transfer,Mobile,1
TXN00702,780,2786,UK,Online Purchase,ATM Machine,1
TXN00703,4373,2119,China,Wire Transfer,Laptop,0
TXN00704,1087,1211,China,Wire Transfer,ATM Machine,0
TXN00705,8437,1027,UK,ATM Withdrawal,Laptop,0
TXN00706,8590,4118,UK,Online Purchase,Laptop,1
TXN00707,7911,4262,USA,ATM Withdrawal,Laptop,0
TXN00708,4868,498,Canada,Bank Transfer,Laptop,0
TXN00709,6554,4530,China,Online Purchase,Mobile,0
TXN00710,4729,2806,India,Wire Transfer,Laptop,0
TXN00711,2824,4933,Germany,Online Purchase,Laptop,0
TXN00712,3384,1694,Germany,Wire Transfer,Laptop,0
TXN00713,1262,4759,UK,Bank Transfer,ATM Machine,0
TXN00714,7006,725,Canada,ATM Withdrawal,ATM Machine,0
TXN00715,4683,376,India,Bank Transfer,ATM Machine,0
TXN00716,4540,4399,USA,Bank Transfer,Desktop,0
TXN00717,6891,2453,China,Wire Transfer,ATM Machine,0
TXN00718,6959,3860,USA,ATM Withdrawal,Desktop,0
TXN00719,9531,1687,India,Bank Transfer,ATM Machine,0
TXN00720,6251,4804,USA,Online Purchase,Desktop,0
TXN00721,8027,257,UK,Bank Transfer,ATM Machine,0
TXN00722,6951,4495,Germany,Wire Transfer,Mobile,0
TXN00723,9560,3601,UK,Online Purchase,ATM Machine,0
TXN00724,7012,51,China,Online Purchase,Desktop,0
TXN00725,1341,595,UK,ATM Withdrawal,Laptop,0
TXN00726,4271,4914,India,Online Purchase,ATM Machine,0
TXN00727,7658,4732,India,Online Purchase,Laptop,0
TXN00728,9560,3874,China,Wire Transfer,Laptop,0
TXN00729,5125,3437,China,ATM Withdrawal,ATM Machine,0
TXN00730,4647,1073,Germany,Bank Transfer,ATM Machine,0
TXN00731,4864,1477,USA,Online Purchase,Mobile,0
TXN00732,3187,4871,Germany,Bank Transfer,Desktop,0
TXN00733,7740,3021,UK,Bank Transfer,ATM Machine,0
TXN00734,2190,1665,USA,Bank Transfer,Desktop,0
TXN00735,4902,4493,China,ATM Withdrawal,ATM Machine,0
TXN00736,7053,2731,India,Bank Transfer,Laptop,0
TXN00737,147,1396,UK,Wire Transfer,Laptop,0
TXN00738,6337,3898,Germany,ATM Withdrawal,ATM Machine,0
TXN00739,3482,4625,Canada,ATM Withdrawal,Desktop,0
TXN00740,5459,4781,Canada,ATM Withdrawal,Desktop,0
TXN00741,2842,4046,China,ATM Withdrawal,Laptop,0
TXN00742,3589,2661,USA,Online Purchase,Desktop,0
TXN00743,5981,2234,Canada,Online Purchase,Desktop,0
TXN00744,4174,3323,USA,Bank Transfer,Mobile,0
TXN00745,7951,4198,India,Online Purchase,Laptop,0
TXN00746,5579,4219,China,ATM Withdrawal,Desktop,0
TXN00747,4310,2102,China,Bank Transfer,Mobile,0
TXN00748,6279,1307,UK,Wire Transfer,ATM Machine,0
TXN00749,3828,1638,UK,Online Purchase,Mobile,0
TXN00750,1916,1141,USA,ATM Withdrawal,Mobile,0
TXN00751,6264,616,Canada,Bank Transfer,Mobile,0
TXN00752,770,4653,Canada,Online Purchase,Mobile,0
TXN00753,7840,4210,Germany,ATM Withdrawal,Mobile,0
TXN00754,7360,1567,USA,Bank Transfer,Mobile,0
TXN00755,6248,977,Canada,Online Purchase,ATM Machine,0
TXN00756,6100,4797,UK,Wire Transfer,ATM Machine,0
TXN00757,6041,1317,UK,Online Purchase,Laptop,1
TXN00758,7697,2340,UK,ATM Withdrawal,Laptop,0
TXN00759,9101,4357,USA,ATM Withdrawal,ATM Machine,0
TXN00760,9921,2097,China,Wire Transfer,ATM Machine,0
TXN00761,8482,379,Germany,Wire Transfer,Laptop,0
TXN00762,1897,3466,Germany,Bank Transfer,Mobile,0
TXN00763,3276,2272,UK,Bank Transfer,Desktop,0
TXN00764,676,1047,India,ATM Withdrawal,Mobile,0
TXN00765,4198,1008,USA,Online Purchase,ATM Machine,0
TXN00766,681,110,Canada,Wire Transfer,Laptop,0
TXN00767,6787,2772,Canada,Bank Transfer,Laptop,0
TXN00768,7580,3884,China,ATM Withdrawal,Mobile,0
TXN00769,7966,2601,UK,ATM Withdrawal,Laptop,0
TXN00770,5134,3244,India,ATM Withdrawal,ATM Machine,0
TXN00771,5595,1006,UK,Wire Transfer,ATM Machine,0
TXN00772,4787,4794,India,Wire Transfer,Desktop,0
TXN00773,3910,306,Germany,Wire Transfer,ATM Machine,0
TXN00774,6687,959,India,Online Purchase,Desktop,0
TXN00775,6991,954,Germany,Wire Transfer,Desktop,0
TXN00776,6386,2669,Germany,ATM Withdrawal,Mobile,0
TXN00777,533,3539,USA,Wire Transfer,Laptop,0
TXN00778,2403,2678,India,Online Purchase,ATM Machine,0
TXN00779,2603,1631,China,Online Purchase,Laptop,0
TXN00780,9955,1792,China,ATM Withdrawal,Desktop,0
TXN00781,7250,2604,India,Bank Transfer,ATM Machine,0
TXN00782,6947,1972,USA,Wire Transfer,Laptop,0
TXN00783,6200,67,China,Wire Transfer,ATM Machine,0
TXN00784,5250,835,UK,Online Purchase,Mobile,0
TXN00785,6503,206,China,Online Purchase,ATM Machine,0
TXN00786,2888,2834,USA,Bank Transfer,Desktop,0
TXN00787,4153,4251,Germany,Online Purchase,ATM Machine,0
TXN00788,3654,1715,Germany,Online Purchase,Mobile,0
TXN00789,4442,1533,Germany,Online Purchase,Mobile,0
TXN00790,1286,3146,USA,Online Purchase,Laptop,0
TXN00791,5821,3121,Germany,Bank Transfer,Mobile,0
TXN00792,312,708,Germany,Wire Transfer,Desktop,0
TXN00793,648,179,USA,Wire Transfer,Mobile,1
TXN00794,65,113,UK,Wire Transfer,Laptop,0
TXN00795,8727,757,China,Wire Transfer,Mobile,1
TXN00796,8160,897,USA,Wire Transfer,Mobile,0
TXN00797,2135,2869,USA,ATM Withdrawal,ATM Machine,0
TXN00798,374,159,India,ATM Withdrawal,Laptop,0
TXN00799,6819,786,Germany,Online Purchase,ATM Machine,0
TXN00800,4631,1804,Canada,ATM Withdrawal,Laptop,0
TXN00801,5136,1840,UK,Wire Transfer,Laptop,0
TXN00802,5132,3169,Canada,Online Purchase,Laptop,0
TXN00803,1656,2299,India,Wire Transfer,Laptop,0
TXN00804,928,4079,UK,Wire Transfer,Laptop,0
TXN00805,2807,1543,Germany,Online Purchase,Laptop,0
TXN00806,6516,4209,Canada,Wire Transfer,Mobile,1
TXN00807,5880,4355,Germany,ATM Withdrawal,Mobile,0
TXN00808,1541,2155,Germany,Online Purchase,Mobile,0
TXN00809,8182,575,China,Bank Transfer,Desktop,0
TXN00810,3355,3039,UK,Bank Transfer,Laptop,0
TXN00811,7683,1382,UK,Bank Transfer,Mobile,1
TXN00812,6959,1223,India,Wire Transfer,Laptop,0
TXN00813,6892,2475,USA,Wire Transfer,ATM Machine,0
TXN00814,1916,1502,Germany,Wire Transfer,Desktop,0
TXN00815,3096,859,Germany,Wire Transfer,Laptop,0
TXN00816,8162,3575,Canada,Online Purchase,Mobile,0
TXN00817,5760,3730,India,Bank Transfer,Desktop,0
TXN00818,8915,2966,UK,ATM Withdrawal,ATM Machine,0
TXN00819,1072,3192,China,Online Purchase,Laptop,0
TXN00820,1986,1597,UK,Bank Transfer,Desktop,0
TXN00821,1306,1562,China,Bank Transfer,Laptop,0
TXN00822,6239,2523,China,Online Purchase,Desktop,1
TXN00823,7651,2600,UK,Online Purchase,Mobile,0
TXN00824,135,2392,Canada,Online Purchase,Laptop,0
TXN00825,4642,2676,Germany,ATM Withdrawal,Laptop,0
TXN00826,6298,2184,China,Bank Transfer,Laptop,0
TXN00827,3606,277,Canada,ATM Withdrawal,Mobile,0
TXN00828,6178,3883,India,ATM Withdrawal,Desktop,0
TXN00829,9805,3605,India,ATM Withdrawal,Mobile,0
TXN00830,7571,2079,China,ATM Withdrawal,ATM Machine,0
TXN00831,8268,4343,Germany,ATM Withdrawal,ATM Machine,0
TXN00832,242,4507,China,Online Purchase,ATM Machine,0
TXN00833,9371,4078,India,ATM Withdrawal,Desktop,0
TXN00834,6381,4169,India,Wire Transfer,Laptop,0
TXN00835,4216,1121,UK,Online Purchase,Desktop,0
TXN00836,9695,4769,Germany,Bank Transfer,ATM Machine,0
TXN00837,7953,2524,UK,Bank Transfer,Desktop,0
TXN00838,6901,3371,Canada,Online Purchase,Laptop,0
TXN00839,6748,4383,Canada,ATM Withdrawal,Laptop,0
TXN00840,2482,1909,Canada,Online Purchase,Desktop,0
TXN00841,2749,3521,USA,Bank Transfer,ATM Machine,0
TXN00842,5411,4308,Canada,Bank Transfer,Laptop,0
TXN00843,1771,4497,China,Online Purchase,ATM Machine,0
TXN00844,886,4751,UK,Wire Transfer,Laptop,0
TXN00845,3822,3106,Canada,Wire Transfer,ATM Machine,0
TXN00846,9514,498,Germany,Wire Transfer,Desktop,0
TXN00847,1470,3588,Canada,Bank Transfer,Mobile,0
TXN00848,1743,4194,China,Wire Transfer,Mobile,0
TXN00849,1615,2414,China,Wire Transfer,ATM Machine,0
TXN00850,5632,3801,China,Online Purchase,Laptop,0
TXN00851,6777,463,China,ATM Withdrawal,Desktop,0
TXN00852,6996,2761,China,ATM Withdrawal,Laptop,1
TXN00853,3527,3458,Germany,Online Purchase,Mobile,0
TXN00854,3745,273,USA,ATM Withdrawal,Mobile,0
TXN00855,9362,1151,India,Wire Transfer,Desktop,0
TXN00856,8444,3390,USA,Bank Transfer,ATM Machine,0
TXN00857,2600,19,India,Wire Transfer,Desktop,0
TXN00858,1073,1617,UK,Online Purchase,Mobile,0
TXN00859,4334,3179,China,ATM Withdrawal,Desktop,0
TXN00860,9121,4082,UK,Online Purchase,Mobile,0
TXN00861,5352,412,UK,Online Purchase,Laptop,0
TXN00862,15,742,India,Wire Transfer,Mobile,0
TXN00863,7499,2672,Germany,ATM Withdrawal,Mobile,0
TXN00864,8669,2780,China,Bank Transfer,Desktop,0
TXN00865,8205,2625,Canada,Wire Transfer,Desktop,0
TXN00866,5976,515,UK,Online Purchase,Desktop,0
TXN00867,8847,207,USA,Online Purchase,Laptop,0
TXN00868,127,948,China,ATM Withdrawal,Desktop,1
TXN00869,2561,2442,Germany,Online Purchase,Laptop,0
TXN00870,5570,1829,China,Online Purchase,ATM Machine,0
TXN00871,4299,3599,Canada,Wire Transfer,Desktop,0
TXN00872,856,2168,Canada,ATM Withdrawal,Desktop,0
TXN00873,6326,1657,UK,Wire Transfer,ATM Machine,0
TXN00874,6479,602,USA,Bank Transfer,ATM Machine,0
TXN00875,9343,712,UK,Online Purchase,ATM Machine,0
TXN00876,8925,1204,Germany,Wire Transfer,Mobile,1
TXN00877,234,1392,India,Wire Transfer,Mobile,0
TXN00878,4218,2697,Canada,ATM Withdrawal,Mobile,0
TXN00879,6293,3273,USA,Online Purchase,ATM Machine,0
TXN00880,2058,4926,Canada,Wire Transfer,Laptop,0
TXN00881,6243,3132,Germany,Online Purchase,Desktop,0
TXN00882,9775,3731,Germany,Bank Transfer,Mobile,0
TXN00883,1838,2667,Canada,Online Purchase,ATM Machine,0
TXN00884,1927,550,UK,Online Purchase,Desktop,0
TXN00885,4244,4742,Canada,Wire Transfer,Mobile,0
TXN00886,6998,3983,UK,ATM Withdrawal,ATM Machine,0
TXN00887,2036,1245,Canada,ATM Withdrawal,Desktop,1
TXN00888,3754,3887,UK,ATM Withdrawal,Mobile,0
TXN00889,9103,4013,India,Bank Transfer,Mobile,0
TXN00890,19,2550,China,Bank Transfer,Mobile,1
TXN00891,270,3205,China,Wire Transfer,Mobile,0
TXN00892,6048,846,UK,ATM Withdrawal,Mobile,0
TXN00893,9875,4546,UK,Bank Transfer,ATM Machine,0
TXN00894,2229,44,India,ATM Withdrawal,Desktop,0
TXN00895,7051,659,China,ATM Withdrawal,Mobile,0
TXN00896,2070,4824,India,Bank Transfer,Desktop,0
TXN00897,5297,3931,Germany,ATM Withdrawal,Mobile,0
TXN00898,1629,2868,Canada,Online Purchase,ATM Machine,0
TXN00899,8522,3648,China,Wire Transfer,ATM Machine,0
TXN00900,1352,2783,UK,Bank Transfer,Desktop,0
TXN00901,2842,1692,USA,Bank Transfer,Mobile,0
TXN00902,2834,2226,Germany,ATM Withdrawal,ATM Machine,0
TXN00903,2004,3067,Canada,Bank Transfer,Mobile,0
TXN00904,3500,1948,USA,Online Purchase,Mobile,0
TXN00905,9320,1366,India,ATM Withdrawal,Laptop,0
TXN00906,7994,3131,Canada,Online Purchase,ATM Machine,0
